;Unnamed: 0;sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
3491;3491;femenino;comercio;tienda de helados;santo domingo savio ;1;1.0;12/10/2017;5000000.0;microempresarial
3492;3492;femenino;servicio;peluqueria;santa cruz;3;2.0;12/07/2018;7800000.0;microempresarial
3493;3493;femenino;agropecuaria;viveros;la esperanza;1;6.0;13/12/2016;6000000.0;microempresarial
3494;3494;masculino;comercio;legumbreria;manrique oriental;3;3.0;20/03/2018;7800000.0;microempresarial
3495;3495;masculino;servicio;gimnasio;campo valdes no. 1;3;4.0;26/09/2017;3000000.0;empresarial ed. 
3496;3496;masculino;servicio;montallantas;20 de julio;1;13.0;13/09/2017;5000000.0;microempresarial
3499;3499;femenino;industria;fabrica de helados;belen;3;16.0;12/06/2017;7000000.0;microempresarial
3500;3500;femenino;servicio;fabrica de helados;el rodeo;3;15.0;9/02/2017;7000000.0;microempresarial
3501;3501;femenino;comercio;tienda;13 de noviembre;1;8.0;26/07/2017;7300000.0;microempresarial
3502;3502;femenino;industria;fotografia;san javier no.1;3;13.0;17/03/2017;3500000.0;microempresarial
3503;3503;femenino;industria;fabrica de;carpinelo;1;1.0;20/11/2018;5000000.0;microempresarial
3504;3504;masculino;servicio;barberia;enciso;2;8.0;9/08/2017;5000000.0;microempresarial
3505;3505;femenino;comercio;variedades;el chagualo;3;10.0;12/10/2017;7000000.0;microempresarial
3506;3506;masculino;comercio;comidas rapidas;andalucia;1;2.0;14/12/2016;6890000.0;microempresarial
3507;3507;femenino;comercio;variedades;barro blanco;3;90.0;5/01/2018;4000000.0;microempresarial
3508;3508;masculino;comercio;almacen de ropa en;san pablo;2;1.0;21/02/2018;7800000.0;microempresarial
3509;3509;femenino;servicio;fabrica de helados;cabecera san cristobal;3;60.0;6/03/2018;7800000.0;microempresarial
3510;3510;femenino;industria;fabrica de velas;guayabal;3;15.0;10/11/2016;6890000.0;microempresarial
3511;3511;femenino;comercio;tienda;manrique oriental;1;3.0;20/06/2017;7300000.0;microempresarial
3512;3512;femenino;comercio;miscelanea;buenos aires;3;9.0;31/10/2016;6890000.0;microempresarial
3513;3513;femenino;comercio;comidas rapidas;manrique oriental;1;4.0;21/09/2017;3000000.0;microempresarial
3514;3514;femenino;comercio;almacen de ropa en;santo domingo savio ;2;1.0;14/03/2018;7000000.0;microempresarial
3515;3515;femenino;comercio;variedades;cabecera san cristobal;1;60.0;22/11/2016;4000000.0;microempresarial
3516;3516;masculino;servicio;restaurante;campo valdes no. 1;2;4.0;9/02/2017;7300000.0;microempresarial
3517;3517;femenino;comercio;almacen de ropa en;robledo;3;7.0;6/07/2016;6890000.0;microempresarial
3518;3518;femenino;servicio;papeleria;buenos aires;1;9.0;29/09/2016;6500000.0;microempresarial
3520;3520;femenino;industria;fabrica de;la milagrosa;3;9.0;22/01/2019;5500000.0;microempresarial
3521;3521;femenino;comercio;comidas rapidas;bombona no. 2;2;9.0;29/10/2018;7000000.0;microempresarial
3522;3522;femenino;comercio;tienda;la sierra;1;8.0;4/08/2017;3500000.0;microempresarial
3523;3523;femenino;comercio;tienda;cabecera san cristobal;1;60.0;26/10/2018;7800000.0;microempresarial
3524;3524;femenino;comercio;papeleria;el salvador;3;9.0;28/08/2018;2000000.0;microempresarial
3525;3525;femenino;comercio;almacen de ropa en;manrique central no. 1;1;4.0;13/05/2019;3500000.0;microempresarial
3526;3526;femenino;comercio;tienda;enciso;2;8.0;3/05/2017;7377000.0;microempresarial
3527;3527;femenino;comercio;tienda;campo valdes no. 1;1;4.0;16/03/2017;5000000.0;microempresarial
3528;3528;masculino;servicio;barberia;belen;2;16.0;30/01/2018;6000000.0;microempresarial
3529;3529;femenino;industria;fabrica de;enciso;2;8.0;30/03/2017;7370000.0;microempresarial
3530;3530;femenino;industria;fabrica de productos;belen;3;16.0;18/06/2019;2200000.0;microempresarial
3531;3531;masculino;industria;fabrica de;manrique central no. 2;2;3.0;9/08/2017;5000000.0;microempresarial
3532;3532;femenino;comercio;papeleria;robledo;1;7.0;2/05/2018;1200000.0;microempresarial
3533;3533;femenino;comercio;variedades;castilla;3;5.0;21/09/2018;2500000.0;microempresarial
3534;3534;masculino;comercio;variedades;cabecera san cristobal;2;60.0;26/11/2018;1000000.0;microempresarial
3535;3535;masculino;industria;publicidad y;calasanz parte alta;2;12.0;31/10/2016;28200000.0;empresarial ed. 
3536;3536;femenino;comercio;almacen de ropa en;jesus nazareno;3;10.0;4/08/2017;7300000.0;microempresarial
3538;3538;femenino;comercio;comidas rapidas;francisco antonio zea;3;5.0;31/10/2017;6000000.0;microempresarial
3539;3539;masculino;comercio;distribuidora de;el pesebre;1;13.0;17/08/2018;7000000.0;microempresarial
3540;3540;masculino;comercio;bares;el pinal;1;8.0;30/08/2016;3000000.0;microempresarial
3541;3541;femenino;comercio;variedades;manrique central no. 1;2;13.0;30/10/2017;6000000.0;microempresarial
3542;3542;femenino;industria;fabrica de;boston;3;10.0;2/11/2017;7377000.0;microempresarial
3543;3543;masculino;industria;fabrica de;florencia;3;5.0;1/02/2018;6000000.0;microempresarial
3544;3544;femenino;comercio;almacen de ropa en;popular;2;1.0;30/11/2016;6890000.0;microempresarial
3545;3545;femenino;servicio;tienda naturista;santa margarita;2;7.0;14/03/2018;5000000.0;microempresarial
3546;3546;femenino;comercio;restaurante;la milagrosa;2;9.0;27/02/2019;8200000.0;microempresarial
3547;3547;femenino;comercio;variedades;barrio caicedo;1;9.0;23/10/2017;1000000.0;microempresarial
3548;3548;femenino;comercio;almacen de ropa en;robledo;2;7.0;25/09/2017;7000000.0;microempresarial
3549;3549;masculino;industria;fabrica de productos;doce de octubre no.1;2;6.0;5/06/2018;6000000.0;microempresarial
3550;3550;femenino;comercio;almacen de ropa en;popular;1;1.0;29/06/2016;2000000.0;microempresarial
3551;3551;masculino;comercio;variedades;cabecera san antonio ;1;80.0;24/05/2018;5000000.0;microempresarial
3552;3552;femenino;comercio;tienda;cabecera san cristobal;2;60.0;9/03/2018;780000.0;microempresarial
3553;3553;femenino;servicio;comidas rapidas;santa rosa de lima;2;13.0;13/09/2016;3500000.0;microempresarial
3554;3554;masculino;comercio;tienda;popular;2;1.0;20/05/2019;8000000.0;microempresarial
3555;3555;femenino;comercio;almacen de ropa en;blanquizal;1;13.0;25/01/2016;6800000.0;microempresarial
3556;3556;masculino;servicio;variedades;20 de julio;1;13.0;26/07/2016;6000000.0;microempresarial
3557;3557;femenino;comercio;restaurante;campo valdes no. 1;2;4.0;9/11/2017;7370000.0;microempresarial
3558;3558;femenino;servicio;peluqueria;campo valdes no. 1;2;4.0;1/08/2018;7000000.0;microempresarial
3559;3559;masculino;comercio;cafe e internet;manrique central no. 1;3;4.0;5/06/2017;7300000.0;microempresarial
3560;3560;femenino;servicio;peluqueria;barrio caicedo;3;9.0;28/11/2018;3000000.0;microempresarial
3561;3561;femenino;comercio;legumbreria;belen;3;16.0;28/02/2018;7800000.0;microempresarial
3562;3562;masculino;comercio;variedades;el chagualo;3;10.0;18/01/2016;5200000.0;microempresarial
3563;3563;femenino;servicio;cafe e internet;enciso;1;8.0;9/08/2018;7800000.0;microempresarial
3564;3564;femenino;servicio;restaurante;aranjuez;2;4.0;25/09/2017;7370000.0;microempresarial
3565;3565;femenino;comercio;variedades;cabecera san cristobal;2;60.0;11/02/2019;6000000.0;microempresarial
3566;3566;femenino;comercio;almacen de ropa en;manrique central no. 2;2;3.0;15/11/2017;7370000.0;microempresarial
3567;3567;femenino;industria;fabrica de;boyaca;3;5.0;1/11/2017;7000000.0;microempresarial
3568;3568;masculino;comercio;tienda;belencito;2;13.0;5/09/2016;5000000.0;microempresarial
3569;3569;masculino;comercio;fabrica de repuestos;popular;1;1.0;7/03/2018;2000000.0;microempresarial
3570;3570;masculino;comercio;fabrica de;belalcazar;2;5.0;29/11/2017;6500000.0;microempresarial
3571;3571;femenino;comercio;tienda;santo domingo savio ;1;1.0;17/04/2017;2000000.0;microempresarial
3573;3573;femenino;servicio;peluqueria;el poblado;3;5.0;20/04/2017;7377000.0;microempresarial
3574;3574;femenino;industria;fabrica de;robledo;2;7.0;17/05/2018;5000000.0;microempresarial
3575;3575;femenino;comercio;productos de belleza;la america;3;12.0;30/09/2016;6000000.0;microempresarial
3576;3576;femenino;comercio;variedades;la esperanza;1;6.0;28/02/2017;7300000.0;microempresarial
3577;3577;femenino;comercio;variedades;popular;2;1.0;26/07/2018;7800000.0;microempresarial
3578;3578;femenino;servicio;cafe e internet;manrique central no. 2;2;3.0;8/08/2016;3000000.0;microempresarial
3579;3579;masculino;industria;fabrica de muebles;robledo;3;7.0;15/03/2016;3000000.0;microempresarial
3580;3580;femenino;comercio;miscelanea;la america;3;12.0;11/06/2019;5800000.0;microempresarial
3581;3581;femenino;comercio;miscelanea;manrique central no. 1;2;4.0;19/10/2017;7000000.0;microempresarial
3583;3583;femenino;comercio;distribuidora de;aranjuez;3;4.0;15/08/2018;1500000.0;microempresarial
3584;3584;femenino;comercio;comidas rapidas;cabecera san cristobal;1;60.0;20/11/2018;7800000.0;microempresarial
3585;3585;femenino;servicio;peluqueria;barrio caicedo;1;9.0;8/11/2017;7300000.0;microempresarial
3586;3586;femenino;comercio;distribuidora de;el salvador;2;9.0;4/04/2016;5000000.0;microempresarial
3587;3587;masculino;comercio;tienda naturista;popular;2;1.0;20/09/2016;6800000.0;microempresarial
3588;3588;masculino;servicio;barberia;san javier no.1;3;13.0;20/04/2018;7800000.0;microempresarial
3589;3589;masculino;industria;fabrica de;robledo;3;7.0;12/10/2017;7370000.0;microempresarial
3590;3590;femenino;comercio;variedades;san javier no.1;2;13.0;8/08/2017;2000000.0;microempresarial
3592;3592;masculino;industria;fabrica de;san javier no.1;2;13.0;18/09/2017;7000000.0;microempresarial
3593;3593;femenino;servicio;restaurante;andalucia;2;2.0;7/04/2016;6890000.0;microempresarial
3594;3594;femenino;industria;fabrica de;santo domingo savio ;1;1.0;12/06/2017;7377000.0;microempresarial
3595;3595;femenino;industria;fabrica de colchones;castilla;3;5.0;20/11/2018;7000000.0;microempresarial
3596;3596;femenino;comercio;comidas rapidas;llanaditas;1;8.0;17/07/2017;4000000.0;microempresarial
3597;3597;femenino;agropecuaria;criadero de animales;palmitas;2;50.0;8/05/2017;4000000.0;microempresarial
3598;3598;femenino;servicio;peluqueria;belen;3;16.0;15/06/2017;7300000.0;microempresarial
3599;3599;femenino;comercio;almacen de ropa en;guayabal;3;15.0;5/02/2019;6000000.0;microempresarial
3600;3600;masculino;servicio;fabrica de helados;francisco antonio zea;3;5.0;1/11/2016;6890000.0;microempresarial
3601;3601;femenino;comercio;tienda;picacho;1;6.0;7/12/2018;1000000.0;microempresarial
3602;3602;masculino;industria;fabrica de;santa elena central;2;90.0;15/03/2018;5000000.0;microempresarial
3603;3603;femenino;comercio;almacen de ropa en;campo valdes no. 1;3;4.0;19/07/2017;3000000.0;microempresarial
3604;3604;femenino;comercio;almacen de ropa en;la francia;2;2.0;9/10/2017;7377000.0;microempresarial
3605;3605;masculino;industria;recreativo educativo;manrique oriental;1;3.0;13/02/2019;7500000.0;microempresarial
3606;3606;masculino;servicio;barberia;moravia;2;4.0;16/11/2016;6890000.0;microempresarial
3607;3607;femenino;comercio;mantenimiento en;robledo;2;7.0;31/07/2018;78000000.0;microempresarial
3608;3608;femenino;comercio;tienda;andalucia;2;2.0;10/05/2018;3000000.0;microempresarial
3609;3609;masculino;comercio;cafeteria;aranjuez;3;4.0;2/02/2018;6000000.0;microempresarial
3610;3610;masculino;comercio;drogueria;las palmas;3;10.0;28/05/2018;6000000.0;microempresarial
3611;3611;femenino;comercio;comidas rapidas;manrique central no. 1;2;4.0;16/02/2018;7800000.0;microempresarial
3612;3612;masculino;comercio;variedades;andalucia;2;2.0;17/03/2016;3500000.0;microempresarial
3613;3613;masculino;industria;fabrica de;aures no. 2;2;7.0;16/06/2017;5000000.0;microempresarial
3614;3614;masculino;comercio;fabrica de arepas;aranjuez;1;4.0;24/10/2018;3300000.0;microempresarial
3615;3615;masculino;servicio;comidas rapidas;belencito;1;13.0;31/08/2017;5000000.0;microempresarial
3616;3616;masculino;comercio;comidas rapidas;barrio caicedo;1;9.0;23/05/2018;4000000.0;microempresarial
3617;3617;masculino;comercio;variedades;robledo;2;7.0;8/02/2018;7000000.0;microempresarial
3618;3618;femenino;industria;fabrica de;altavista;2;70.0;22/05/2018;4000000.0;microempresarial
3620;3620;masculino;servicio;variedades;granizal;2;1.0;25/10/2018;7800000.0;microempresarial
3621;3621;femenino;servicio;mantenimiento en;lopez de mesa;3;7.0;24/07/2017;28000000.0;empresarial ed. 
3622;3622;masculino;comercio;variedades;manrique central no. 1;1;4.0;13/06/2017;4000000.0;microempresarial
3623;3623;femenino;comercio;variedades;enciso;2;8.0;5/02/2018;7800000.0;microempresarial
3624;3624;masculino;comercio;miscelanea;campo valdes no. 1;2;4.0;1/02/2018;7800000.0;microempresarial
3625;3625;masculino;comercio;distribuidora de;buenos aires;3;9.0;26/10/2016;6890000.0;microempresarial
3626;3626;masculino;servicio;restaurante;robledo;3;7.0;24/04/2019;8280000.0;microempresarial
3627;3627;femenino;comercio;almacen de ropa en;barrio caicedo;1;9.0;24/04/2017;4000000.0;microempresarial
3628;3628;masculino;servicio;peluqueria;manrique central no. 1;1;4.0;27/07/2018;7000000.0;microempresarial
3629;3629;femenino;industria;carpinteria;manrique central no. 1;1;4.0;21/03/2017;6100000.0;microempresarial
3630;3630;masculino;comercio;distribuidora de;loreto;3;9.0;26/05/2016;17236350.0;ayacucho formal
3631;3631;femenino;comercio;panaderia;manrique central no. 1;2;4.0;1/08/2018;2500000.0;microempresarial
3633;3633;femenino;industria;fabrica de;moravia;2;4.0;14/12/2018;2000000.0;microempresarial
3634;3634;femenino;comercio;billares;san jose de la cima no. ;2;3.0;8/03/2018;7800000.0;microempresarial
3636;3636;femenino;comercio;variedades;villa hermosa;3;8.0;7/11/2017;5000000.0;microempresarial
3638;3638;femenino;comercio;peluqueria;santo domingo savio ;1;1.0;3/09/2018;7800000.0;microempresarial
3639;3639;masculino;industria;fabrica de;altavista;3;70.0;29/02/2016;3000000.0;microempresarial
3640;3640;masculino;comercio;comidas rapidas;belen;2;16.0;18/07/2017;4000000.0;microempresarial
3641;3641;femenino;servicio;mensajeria;la francia;2;2.0;23/04/2019;6000000.0;microempresarial
3642;3642;femenino;servicio;fabrica de;calasanz;1;12.0;25/01/2016;6000000.0;microempresarial
3643;3643;femenino;industria;fabrica de;san javier no.1;1;13.0;5/12/2018;5000000.0;microempresarial
3644;3644;femenino;industria;fabrica de;belen;2;16.0;18/05/2018;6000000.0;microempresarial
3645;3645;masculino;comercio;variedades;villa hermosa;2;8.0;5/02/2019;4000000.0;microempresarial
3646;3646;femenino;comercio;comidas rapidas;san javier no.1;1;13.0;5/09/2017;7377000.0;microempresarial
3647;3647;femenino;comercio;miscelanea;san javier no.1;3;13.0;5/07/2017;7300000.0;microempresarial
3648;3648;femenino;comercio;variedades;san javier no.1;3;13.0;5/04/2018;7000000.0;microempresarial
3649;3649;femenino;comercio;almacen de ropa en;las palmas;3;10.0;5/10/2017;7000000.0;microempresarial
3650;3650;femenino;comercio;tienda de helados;cabecera san cristobal;2;60.0;29/05/2018;7000000.0;microempresarial
3651;3651;masculino;servicio;taller de mecanica;manrique oriental;1;3.0;31/07/2017;4000000.0;microempresarial
3652;3652;femenino;industria;fabrica de;robledo;2;7.0;2/02/2018;6000000.0;microempresarial
3653;3653;femenino;comercio;tienda;santa cruz;2;2.0;15/05/2017;7000000.0;microempresarial
3654;3654;femenino;comercio;variedades;olaya herrera;1;7.0;17/08/2017;7377000.0;microempresarial
3655;3655;femenino;comercio;papeleria;popular;2;1.0;13/07/2017;3000000.0;microempresarial
3656;3656;femenino;comercio;comidas rapidas;picacho;2;6.0;5/07/2018;3000000.0;microempresarial
3657;3657;femenino;industria;fabrica de;la libertad;2;8.0;5/05/2017;6000000.0;microempresarial
3658;3658;masculino;comercio;restaurante;belencito;2;13.0;22/02/2018;7800000.0;microempresarial
3659;3659;femenino;comercio;variedades;san javier no.1;3;13.0;16/04/2018;7800000.0;microempresarial
3660;3660;masculino;comercio;variedades;olaya herrera;1;7.0;25/05/2018;2000000.0;microempresarial
3661;3661;femenino;comercio;variedades;campo valdes no. 1;3;4.0;15/05/2018;3000000.0;microempresarial
3662;3662;femenino;comercio;variedades;manrique central no. 2;1;3.0;27/05/2016;4000000.0;microempresarial
3663;3663;masculino;comercio;variedades;cabecera san antonio ;3;80.0;5/06/2018;2100000.0;microempresarial
3664;3664;femenino;comercio;charcuteria;robledo;2;7.0;3/10/2018;5500000.0;microempresarial
3665;3665;femenino;comercio;tienda;popular;2;1.0;26/01/2017;7377000.0;microempresarial
3666;3666;masculino;comercio;carpinteria;san javier no.1;2;13.0;23/10/2017;7370000.0;microempresarial
3667;3667;masculino;comercio;tienda;buenos aires;1;9.0;7/10/2016;4000000.0;microempresarial
3668;3668;masculino;comercio;cerrajeria;robledo;3;7.0;20/02/2019;7800000.0;microempresarial
3669;3669;masculino;comercio;variedades;alejandro echavarria;3;9.0;8/06/2018;7800000.0;microempresarial
3670;3670;femenino;industria;fabrica de;san javier no.1;1;13.0;31/08/2017;5000000.0;microempresarial
3671;3671;femenino;servicio;peluqueria;santa elena central;2;90.0;27/07/2017;6000000.0;microempresarial
3672;3672;femenino;comercio;miscelanea;san pablo;2;1.0;31/01/2018;7800000.0;microempresarial
3673;3673;masculino;comercio;tienda;belen;2;16.0;2/02/2017;7377000.0;microempresarial
3674;3674;masculino;servicio;peluqueria;popular;2;1.0;18/01/2019;6000000.0;microempresarial
3675;3675;femenino;industria;fabrica de;picachito;1;6.0;22/08/2016;4000000.0;microempresarial
3676;3676;femenino;comercio;fabrica de;20 de julio;1;13.0;3/04/2018;4500000.0;microempresarial
3677;3677;masculino;comercio;restaurante;robledo;2;7.0;17/04/2018;7800000.0;microempresarial
3678;3678;femenino;comercio;restaurante;barrio caicedo;1;9.0;30/03/2017;6500000.0;microempresarial
3679;3679;femenino;servicio;peluqueria;buenos aires;2;9.0;31/01/2018;7800000.0;microempresarial
3680;3680;femenino;industria;fabrica de;doce de octubre no.1;2;6.0;5/08/2016;4000000.0;microempresarial
3681;3681;masculino;agropecuaria;sembrados;santa elena central;3;90.0;15/08/2017;3000000.0;empresarial ed. 
3682;3682;masculino;servicio;peluqueria;cabecera san antonio ;2;80.0;22/08/2018;1200000.0;microempresarial
3683;3683;masculino;comercio;tienda;popular;1;1.0;12/05/2017;7377000.0;microempresarial
3684;3684;femenino;servicio;peluqueria;la avanzada;1;1.0;3/10/2018;4000000.0;microempresarial
3685;3685;femenino;comercio;variedades;san javier no.1;1;13.0;13/07/2017;4000000.0;microempresarial
3686;3686;femenino;industria;fabrica de;aguas frias;2;70.0;18/04/2016;3000000.0;microempresarial
